Time (sec),Time (days),Injected oil volume (m3),Injected water volume (m3),Water PV injected,Produced oil volume (m3),Produced water volume (m3),WCT,OIP (m3),WIP (m3),Total fluid volume conservation error (m3),Total fluid volume conservation error (%%),Recovery factor
952919,11.0292,7.2072e-07,0.190757,0.63384,0.103571,0.0871873,0.865333,0.166266,0.134689,2.47025e-15,8.20804e-13,0.383825
952934,11.0293,7.2072e-07,0.19076,0.63385,0.103571,0.0871898,0.865349,0.166266,0.134689,2.13718e-15,7.10134e-13,0.383827
952955,11.0296,7.2072e-07,0.190764,0.633864,0.103572,0.0871934,0.865363,0.166265,0.13469,1.249e-16,4.15013e-14,0.383829
952984,11.0299,7.2072e-07,0.19077,0.633883,0.103572,0.0871985,0.865373,0.166264,0.13469,2.91434e-16,9.68364e-14,0.383832
953005,11.0302,7.2072e-07,0.190774,0.633897,0.103573,0.0872021,0.865378,0.166264,0.134691,9.57567e-16,3.18177e-13,0.383834
953036,11.0305,7.2072e-07,0.190781,0.633918,0.103574,0.0872075,0.865384,0.166263,0.134692,2.47025e-15,8.20804e-13,0.383837
953057,11.0308,7.2072e-07,0.190785,0.633932,0.103574,0.0872111,0.86539,0.166262,0.134692,1.02696e-15,3.41233e-13,0.383839
953083,11.0311,7.2072e-07,0.19079,0.633949,0.103575,0.0872157,0.865393,0.166262,0.134693,2.02616e-15,6.73244e-13,0.383842
953098,11.0312,7.2072e-07,0.190793,0.633959,0.103575,0.0872183,0.865395,0.166261,0.134693,1.92901e-15,6.40965e-13,0.383843
953120,11.0315,7.2072e-07,0.190797,0.633974,0.103576,0.087222,0.865397,0.166261,0.134694,2.08167e-16,6.91689e-14,0.383845
953149,11.0318,7.2072e-07,0.190803,0.633993,0.103577,0.087227,0.865403,0.16626,0.134695,1.91513e-15,6.36353e-13,0.383848
953166,11.032,7.2072e-07,0.190806,0.634004,0.103577,0.0872299,0.865403,0.166259,0.134695,1.249e-15,4.15013e-13,0.38385
953189,11.0323,7.2072e-07,0.190811,0.63402,0.103578,0.0872341,0.865404,0.166259,0.134696,2.85882e-15,9.49919e-13,0.383852
953206,11.0325,7.2072e-07,0.190815,0.634031,0.103578,0.087237,0.865405,0.166258,0.134696,2.3731e-15,7.88525e-13,0.383854
953218,11.0326,7.2072e-07,0.190817,0.634039,0.103579,0.0872391,0.865405,0.166258,0.134697,2.04003e-15,6.77855e-13,0.383855
953236,11.0328,7.2072e-07,0.190821,0.634051,0.103579,0.0872422,0.865402,0.166257,0.134697,1.04083e-15,3.45844e-13,0.383857
953248,11.033,7.2072e-07,0.190823,0.634059,0.103579,0.0872443,0.865403,0.166257,0.134697,1.59595e-15,5.30295e-13,0.383858
953264,11.0332,7.2072e-07,0.190826,0.63407,0.10358,0.087247,0.865409,0.166257,0.134698,3.03924e-15,1.00987e-12,0.38386
953283,11.0334,7.2072e-07,0.19083,0.634082,0.10358,0.0872503,0.865409,0.166256,0.134698,2.58127e-15,8.57694e-13,0.383862
953300,11.0336,7.2072e-07,0.190833,0.634094,0.103581,0.0872532,0.865409,0.166256,0.134699,9.15934e-16,3.04343e-13,0.383863
953324,11.0338,7.2072e-07,0.190838,0.63411,0.103581,0.0872574,0.865409,0.166255,0.134699,1.91513e-15,6.36353e-13,0.383866
953358,11.0342,7.2072e-07,0.190845,0.634132,0.103582,0.0872633,0.86541,0.166254,0.1347,2.58127e-15,8.57694e-13,0.383869
953382,11.0345,7.2072e-07,0.19085,0.634148,0.103583,0.0872675,0.865411,0.166254,0.134701,1.85962e-15,6.17908e-13,0.383872
953399,11.0347,7.2072e-07,0.190853,0.63416,0.103584,0.0872704,0.865413,0.166253,0.134701,1.01308e-15,3.36622e-13,0.383873
953411,11.0349,7.2072e-07,0.190856,0.634168,0.103584,0.0872725,0.865414,0.166253,0.134702,1.01308e-15,3.36622e-13,0.383875
953429,11.0351,7.2072e-07,0.190859,0.634179,0.103584,0.0872755,0.865412,0.166252,0.134702,1.77636e-15,5.90241e-13,0.383876
953450,11.0353,7.2072e-07,0.190863,0.634193,0.103585,0.0872792,0.865396,0.166252,0.134703,1.52656e-16,5.07238e-14,0.383878
953463,11.0355,7.2072e-07,0.190866,0.634202,0.103585,0.0872815,0.8654,0.166251,0.134703,8.18789e-16,2.72064e-13,0.38388
953481,11.0357,7.2072e-07,0.19087,0.634214,0.103586,0.0872846,0.865404,0.166251,0.134704,1.42941e-15,4.74959e-13,0.383882
953507,11.036,7.2072e-07,0.190875,0.634231,0.103586,0.087289,0.865402,0.16625,0.134704,9.71445e-16,3.22788e-13,0.383884
953525,11.0362,7.2072e-07,0.190878,0.634243,0.103587,0.0872921,0.865397,0.16625,0.134705,8.32667e-17,2.76675e-14,0.383886
953550,11.0365,7.2072e-07,0.190883,0.63426,0.103588,0.0872965,0.865311,0.166249,0.134706,6.93889e-17,2.30563e-14,0.383888
953567,11.0367,7.2072e-07,0.190887,0.634271,0.103588,0.0872995,0.865291,0.166249,0.134706,7.91034e-16,2.62842e-13,0.38389
953578,11.0368,7.2072e-07,0.190889,0.634279,0.103588,0.0873014,0.865302,0.166248,0.134706,2.498e-15,8.30026e-13,0.383891
953594,11.037,7.2072e-07,0.190892,0.634289,0.103589,0.0873042,0.865323,0.166248,0.134707,1.79023e-15,5.94852e-13,0.383893
953614,11.0372,7.2072e-07,0.190896,0.634302,0.103589,0.0873076,0.865341,0.166247,0.134707,3.60822e-15,1.19893e-12,0.383895
953637,11.0375,7.2072e-07,0.190901,0.634318,0.10359,0.0873117,0.865353,0.166247,0.134708,9.4369e-16,3.13565e-13,0.383897
953669,11.0378,7.2072e-07,0.190907,0.634339,0.103591,0.0873171,0.86536,0.166246,0.134709,2.6229e-15,8.71528e-13,0.3839
953713,11.0383,7.2072e-07,0.190916,0.634368,0.103592,0.0873247,0.865368,0.166245,0.13471,6.245e-16,2.07507e-13,0.383905
953779,11.0391,7.2072e-07,0.190929,0.634412,0.103594,0.0873361,0.865376,0.166243,0.134712,-2.08167e-16,-6.91689e-14,0.383911
953878,11.0403,7.2072e-07,0.190949,0.634478,0.103596,0.0873533,0.865383,0.16624,0.134714,3.51108e-15,1.16665e-12,0.383921
953948,11.0411,7.2072e-07,0.190963,0.634525,0.103598,0.0873655,0.865305,0.166238,0.134716,9.71445e-16,3.22788e-13,0.383928
953973,11.0414,7.2072e-07,0.190968,0.634541,0.103599,0.0873698,0.865323,0.166238,0.134717,2.23432e-15,7.42412e-13,0.383931
954009,11.0418,7.2072e-07,0.190975,0.634565,0.1036,0.087376,0.865338,0.166237,0.134718,3.71925e-15,1.23582e-12,0.383934
954032,11.042,7.2072e-07,0.19098,0.634581,0.103601,0.0873801,0.865345,0.166236,0.134719,1.6237e-15,5.39517e-13,0.383937
954054,11.0423,7.2072e-07,0.190984,0.634595,0.103601,0.0873838,0.86535,0.166235,0.134719,2.17881e-15,7.23967e-13,0.383939
954077,11.0426,7.2072e-07,0.190989,0.63461,0.103602,0.0873878,0.865351,0.166235,0.13472,2.72005e-15,9.03806e-13,0.383941
954093,11.0427,7.2072e-07,0.190992,0.634621,0.103602,0.0873905,0.86535,0.166234,0.13472,-6.245e-16,-2.07507e-13,0.383943
954104,11.0429,7.2072e-07,0.190994,0.634628,0.103602,0.0873924,0.865348,0.166234,0.13472,1.76248e-15,5.8563e-13,0.383944
954120,11.0431,7.2072e-07,0.190998,0.634639,0.103603,0.0873953,0.865303,0.166234,0.134721,2.3731e-15,7.88525e-13,0.383945
954131,11.0432,7.2072e-07,0.191,0.634646,0.103603,0.0873972,0.865272,0.166233,0.134721,2.13718e-15,7.10134e-13,0.383946
954146,11.0434,7.2072e-07,0.191003,0.634656,0.103604,0.0873997,0.865282,0.166233,0.134722,2.6229e-15,8.71528e-13,0.383948
954156,11.0435,7.2072e-07,0.191005,0.634663,0.103604,0.0874014,0.865301,0.166233,0.134722,1.01308e-15,3.36622e-13,0.383949
954159,11.0435,7.2072e-07,0.191005,0.634665,0.103604,0.087402,0.865308,0.166233,0.134722,5.55112e-16,1.8445e-13,0.383949
954162,11.0435,7.2072e-07,0.191006,0.634667,0.103604,0.0874025,0.865312,0.166233,0.134722,2.73392e-15,9.08418e-13,0.38395
954164,11.0436,7.2072e-07,0.191006,0.634668,0.103604,0.0874028,0.865316,0.166232,0.134722,1.52656e-15,5.07238e-13,0.38395
954167,11.0436,7.2072e-07,0.191007,0.63467,0.103604,0.0874033,0.865321,0.166232,0.134722,1.17961e-15,3.91957e-13,0.38395
954168,11.0436,7.2072e-07,0.191007,0.634671,0.103604,0.0874035,0.865323,0.166232,0.134722,6.93889e-16,2.30563e-13,0.38395
954169,11.0436,7.2072e-07,0.191007,0.634672,0.103604,0.0874038,0.865328,0.166232,0.134722,1.23512e-15,4.10402e-13,0.38395
954170,11.0436,7.2072e-07,0.191007,0.634672,0.103604,0.0874039,0.865331,0.166232,0.134722,2.2482e-15,7.47024e-13,0.38395
954170,11.0436,7.2072e-07,0.191008,0.634672,0.103604,0.0874039,0.865334,0.166232,0.134722,2.92821e-15,9.72975e-13,0.38395
954170,11.0436,7.2072e-07,0.191008,0.634672,0.103604,0.087404,0.865339,0.166232,0.134722,-9.71445e-16,-3.22788e-13,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.087404,0.865344,0.166232,0.134722,2.17881e-15,7.23967e-13,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.0874041,0.865349,0.166232,0.134722,5.68989e-16,1.89062e-13,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.0874041,0.865361,0.166232,0.134722,-2.22045e-16,-7.37801e-14,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.0874041,0.865381,0.166232,0.134722,1.54043e-15,5.1185e-13,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.0874041,0.865337,0.166232,0.134722,1.76248e-15,5.8563e-13,0.38395
954171,11.0436,7.2072e-07,0.191008,0.634673,0.103604,0.0874042,0.865373,0.166232,0.134722,2.20657e-15,7.3319e-13,0.38395
954172,11.0437,7.2072e-07,0.191008,0.634673,0.103604,0.0874042,0.865367,0.166232,0.134722,2.13718e-15,7.10134e-13,0.38395
954172,11.0437,7.2072e-07,0.191008,0.634673,0.103604,0.0874043,0.865362,0.166232,0.134722,1.36002e-15,4.51903e-13,0.383951
954172,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874043,0.865365,0.166232,0.134722,3.05311e-16,1.01448e-13,0.383951
954172,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874043,0.86537,0.166232,0.134722,1.52656e-15,5.07238e-13,0.383951
954173,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874044,0.865381,0.166232,0.134722,-1.13798e-15,-3.78123e-13,0.383951
954173,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874044,0.865389,0.166232,0.134722,1.29063e-15,4.28847e-13,0.383951
954173,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874045,0.865394,0.166232,0.134722,1.22125e-15,4.05791e-13,0.383951
954173,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874045,0.865398,0.166232,0.134722,2.26208e-15,7.51635e-13,0.383951
954173,11.0437,7.2072e-07,0.191008,0.634674,0.103604,0.0874045,0.865367,0.166232,0.134722,2.63678e-16,8.76139e-14,0.383951
954174,11.0437,7.2072e-07,0.191008,0.634675,0.103604,0.0874045,0.865336,0.166232,0.134722,1.58207e-15,5.25683e-13,0.383951
954174,11.0437,7.2072e-07,0.191008,0.634675,0.103604,0.0874046,0.865359,0.166232,0.134722,8.60423e-16,2.85898e-13,0.383951
954174,11.0437,7.2072e-07,0.191008,0.634675,0.103604,0.0874047,0.865394,0.166232,0.134722,1.48492e-15,4.93405e-13,0.383951
954175,11.0437,7.2072e-07,0.191008,0.634676,0.103604,0.0874048,0.865423,0.166232,0.134722,8.18789e-16,2.72064e-13,0.383951
954176,11.0437,7.2072e-07,0.191009,0.634676,0.103604,0.087405,0.865438,0.166232,0.134722,2.77556e-17,9.22251e-15,0.383951
954177,11.0437,7.2072e-07,0.191009,0.634677,0.103604,0.0874052,0.865448,0.166232,0.134722,8.04912e-16,2.67453e-13,0.383951
954179,11.0437,7.2072e-07,0.191009,0.634678,0.103605,0.0874055,0.865454,0.166232,0.134723,1.69309e-15,5.62573e-13,0.383951
954182,11.0438,7.2072e-07,0.19101,0.63468,0.103605,0.087406,0.865458,0.166232,0.134723,1.36002e-15,4.51903e-13,0.383952
954187,11.0438,7.2072e-07,0.191011,0.634683,0.103605,0.0874068,0.865462,0.166232,0.134723,1.45717e-15,4.84182e-13,0.383952
954193,11.0439,7.2072e-07,0.191012,0.634688,0.103605,0.087408,0.865465,0.166232,0.134723,1.56819e-15,5.21072e-13,0.383953
954203,11.044,7.2072e-07,0.191014,0.634694,0.103605,0.0874097,0.865469,0.166231,0.134723,3.46945e-16,1.15281e-13,0.383954
954218,11.0442,7.2072e-07,0.191017,0.634704,0.103606,0.0874123,0.865474,0.166231,0.134724,1.6237e-15,5.39517e-13,0.383955
954229,11.0443,7.2072e-07,0.191019,0.634711,0.103606,0.0874141,0.865476,0.166231,0.134724,1.33227e-15,4.42681e-13,0.383956
954237,11.0444,7.2072e-07,0.191021,0.634717,0.103606,0.0874155,0.865478,0.16623,0.134724,2.83107e-15,9.40696e-13,0.383957
954243,11.0445,7.2072e-07,0.191022,0.634721,0.103606,0.0874165,0.865479,0.16623,0.134724,1.11022e-15,3.68901e-13,0.383958
954247,11.0445,7.2072e-07,0.191023,0.634724,0.103606,0.0874173,0.86548,0.16623,0.134724,1.29063e-15,4.28847e-13,0.383958
954251,11.0446,7.2072e-07,0.191024,0.634726,0.103606,0.0874179,0.865481,0.16623,0.134724,3.51108e-15,1.16665e-12,0.383958
954253,11.0446,7.2072e-07,0.191024,0.634727,0.103607,0.0874183,0.865482,0.16623,0.134724,5.68989e-16,1.89062e-13,0.383959
954255,11.0446,7.2072e-07,0.191024,0.634729,0.103607,0.0874186,0.865483,0.16623,0.134725,1.69309e-15,5.62573e-13,0.383959
954256,11.0446,7.2072e-07,0.191025,0.63473,0.103607,0.0874189,0.865485,0.16623,0.134725,2.58127e-15,8.57694e-13,0.383959
954257,11.0446,7.2072e-07,0.191025,0.63473,0.103607,0.0874191,0.865487,0.16623,0.134725,-4.16334e-16,-1.38338e-13,0.383959
954258,11.0447,7.2072e-07,0.191025,0.634731,0.103607,0.0874192,0.86549,0.16623,0.134725,9.15934e-16,3.04343e-13,0.383959
954259,11.0447,7.2072e-07,0.191025,0.634732,0.103607,0.0874194,0.865061,0.16623,0.134725,1.3739e-15,4.56514e-13,0.383959
954260,11.0447,7.2072e-07,0.191026,0.634732,0.103607,0.0874196,0.865513,0.16623,0.134725,1.26288e-15,4.19624e-13,0.383959
954262,11.0447,7.2072e-07,0.191026,0.634733,0.103607,0.0874198,0.86555,0.16623,0.134725,-1.29063e-15,-4.28847e-13,0.383959
954263,11.0447,7.2072e-07,0.191026,0.634734,0.103607,0.0874201,0.86555,0.16623,0.134725,-2.91434e-16,-9.68364e-14,0.38396
954266,11.0447,7.2072e-07,0.191027,0.634736,0.103607,0.0874206,0.865541,0.16623,0.134725,8.18789e-16,2.72064e-13,0.38396
954270,11.0448,7.2072e-07,0.191028,0.634739,0.103607,0.0874212,0.865534,0.16623,0.134725,1.80411e-15,5.99463e-13,0.38396
954276,11.0449,7.2072e-07,0.191029,0.634743,0.103607,0.0874223,0.86553,0.166229,0.134725,2.498e-16,8.30026e-14,0.383961
954285,11.045,7.2072e-07,0.19103,0.634748,0.103607,0.0874238,0.865528,0.166229,0.134725,-9.57567e-16,-3.18177e-13,0.383962
954298,11.0451,7.2072e-07,0.191033,0.634757,0.103608,0.0874261,0.865528,0.166229,0.134726,1.26288e-15,4.19624e-13,0.383963
954318,11.0453,7.2072e-07,0.191037,0.63477,0.103608,0.0874295,0.865528,0.166228,0.134726,1.47105e-15,4.88793e-13,0.383965
954333,11.0455,7.2072e-07,0.19104,0.63478,0.103609,0.0874321,0.865528,0.166228,0.134727,1.04083e-15,3.45844e-13,0.383967
954355,11.0458,7.2072e-07,0.191044,0.634795,0.103609,0.087436,0.865524,0.166227,0.134727,1.92901e-15,6.40965e-13,0.383969
954371,11.046,7.2072e-07,0.191048,0.634806,0.10361,0.0874387,0.865499,0.166227,0.134728,-6.93889e-16,-2.30563e-13,0.38397
954390,11.0462,7.2072e-07,0.191052,0.634819,0.10361,0.0874421,0.865432,0.166226,0.134728,-1.41553e-15,-4.70348e-13,0.383972
954406,11.0464,7.2072e-07,0.191055,0.634829,0.103611,0.0874447,0.865384,0.166226,0.134729,-1.15186e-15,-3.82734e-13,0.383974
954427,11.0466,7.2072e-07,0.191059,0.634843,0.103611,0.0874485,0.86523,0.166225,0.134729,1.80411e-16,5.99463e-14,0.383976
954438,11.0467,7.2072e-07,0.191061,0.63485,0.103611,0.0874503,0.865206,0.166225,0.134729,7.91034e-16,2.62842e-13,0.383977
954451,11.0469,7.2072e-07,0.191064,0.634859,0.103612,0.0874527,0.865242,0.166225,0.13473,2.45637e-15,8.16193e-13,0.383978
954470,11.0471,7.2072e-07,0.191068,0.634872,0.103612,0.087456,0.865255,0.166224,0.13473,1.9984e-15,6.64021e-13,0.38398
954488,11.0473,7.2072e-07,0.191071,0.634883,0.103613,0.087459,0.865269,0.166224,0.134731,1.56819e-15,5.21072e-13,0.383982
954508,11.0475,7.2072e-07,0.191075,0.634897,0.103613,0.0874625,0.865317,0.166223,0.134731,1.38778e-17,4.61126e-15,0.383984
954522,11.0477,7.2072e-07,0.191078,0.634906,0.103614,0.0874649,0.865346,0.166223,0.134732,2.69229e-15,8.94584e-13,0.383985
954542,11.0479,7.2072e-07,0.191082,0.63492,0.103614,0.0874684,0.865382,0.166222,0.134732,-6.38378e-16,-2.12118e-13,0.383988
954564,11.0482,7.2072e-07,0.191086,0.634935,0.103615,0.0874722,0.865404,0.166222,0.134733,4.71845e-16,1.56783e-13,0.38399
954592,11.0485,7.2072e-07,0.191092,0.634953,0.103616,0.087477,0.865422,0.166221,0.134734,7.91034e-16,2.62842e-13,0.383992
954608,11.0487,7.2072e-07,0.191095,0.634964,0.103616,0.0874798,0.865432,0.16622,0.134734,9.71445e-16,3.22788e-13,0.383994
954619,11.0488,7.2072e-07,0.191097,0.634971,0.103616,0.0874817,0.865437,0.16622,0.134734,2.34535e-15,7.79302e-13,0.383995
954634,11.049,7.2072e-07,0.1911,0.634981,0.103617,0.0874843,0.865439,0.16622,0.134735,1.80411e-15,5.99463e-13,0.383997
954656,11.0493,7.2072e-07,0.191105,0.634995,0.103617,0.087488,0.865437,0.166219,0.134735,2.52576e-15,8.39249e-13,0.383999
954683,11.0496,7.2072e-07,0.19111,0.635013,0.103618,0.0874927,0.86544,0.166218,0.134736,4.85723e-16,1.61394e-13,0.384002
954699,11.0498,7.2072e-07,0.191113,0.635024,0.103619,0.0874957,0.865426,0.166218,0.134737,6.10623e-16,2.02895e-13,0.384003
954711,11.0499,7.2072e-07,0.191116,0.635032,0.103619,0.0874977,0.865393,0.166218,0.134737,1.80411e-16,5.99463e-14,0.384004
954728,11.0501,7.2072e-07,0.191119,0.635044,0.103619,0.0875007,0.865354,0.166217,0.134737,2.1233e-15,7.05522e-13,0.384006
954750,11.0503,7.2072e-07,0.191124,0.635058,0.10362,0.0875043,0.865366,0.166217,0.134738,1.06859e-15,3.55067e-13,0.384008
954764,11.0505,7.2072e-07,0.191126,0.635067,0.10362,0.0875068,0.865383,0.166216,0.134738,1.29063e-15,4.28847e-13,0.38401
954784,11.0507,7.2072e-07,0.19113,0.63508,0.103621,0.0875102,0.865403,0.166216,0.134739,1.84575e-15,6.13297e-13,0.384012
954810,11.051,7.2072e-07,0.191136,0.635098,0.103622,0.0875149,0.86542,0.166215,0.13474,1.97065e-15,6.54799e-13,0.384014
954829,11.0513,7.2072e-07,0.191139,0.635111,0.103622,0.0875181,0.865427,0.166215,0.13474,1.19349e-15,3.96568e-13,0.384016
954854,11.0516,7.2072e-07,0.191144,0.635127,0.103623,0.0875225,0.865428,0.166214,0.134741,3.85803e-15,1.28193e-12,0.384019
954870,11.0517,7.2072e-07,0.191148,0.635138,0.103623,0.0875252,0.865433,0.166213,0.134741,2.47025e-15,8.20804e-13,0.38402
954890,11.052,7.2072e-07,0.191152,0.635151,0.103624,0.0875286,0.865438,0.166213,0.134742,1.41553e-15,4.70348e-13,0.384022
954918,11.0523,7.2072e-07,0.191157,0.63517,0.103624,0.0875334,0.865446,0.166212,0.134742,1.97065e-15,6.54799e-13,0.384025
954952,11.0527,7.2072e-07,0.191164,0.635193,0.103625,0.0875395,0.865453,0.166211,0.134743,2.52576e-15,8.39249e-13,0.384028
954976,11.053,7.2072e-07,0.191169,0.635208,0.103626,0.0875435,0.865456,0.166211,0.134744,-1.52656e-16,-5.07238e-14,0.384031
955009,11.0533,7.2072e-07,0.191175,0.63523,0.103627,0.0875492,0.86546,0.16621,0.134745,2.498e-16,8.30026e-14,0.384034
955032,11.0536,7.2072e-07,0.19118,0.635246,0.103628,0.0875532,0.865463,0.166209,0.134745,1.63758e-15,5.44128e-13,0.384036
955048,11.0538,7.2072e-07,0.191183,0.635256,0.103628,0.0875561,0.865465,0.166209,0.134746,3.85803e-15,1.28193e-12,0.384038
955060,11.0539,7.2072e-07,0.191186,0.635264,0.103628,0.0875581,0.865469,0.166208,0.134746,1.94289e-16,6.45576e-14,0.384039
955078,11.0541,7.2072e-07,0.191189,0.635276,0.103629,0.0875612,0.865473,0.166208,0.134747,1.95677e-15,6.50187e-13,0.384041
955088,11.0543,7.2072e-07,0.191191,0.635283,0.103629,0.0875629,0.86547,0.166208,0.134747,1.85962e-15,6.17908e-13,0.384042
955102,11.0544,7.2072e-07,0.191194,0.635292,0.103629,0.0875654,0.865456,0.166207,0.134747,1.69309e-15,5.62573e-13,0.384043
955123,11.0547,7.2072e-07,0.191198,0.635306,0.10363,0.087569,0.865357,0.166207,0.134748,1.94289e-16,6.45576e-14,0.384045
955150,11.055,7.2072e-07,0.191204,0.635324,0.103631,0.0875737,0.865365,0.166206,0.134749,1.63758e-15,5.44128e-13,0.384048
955182,11.0553,7.2072e-07,0.19121,0.635345,0.103632,0.0875793,0.865362,0.166205,0.13475,4.16334e-16,1.38338e-13,0.384051
955202,11.0556,7.2072e-07,0.191214,0.635359,0.103632,0.0875827,0.865324,0.166204,0.13475,1.8735e-15,6.2252e-13,0.384053
955230,11.0559,7.2072e-07,0.19122,0.635378,0.103633,0.0875876,0.865323,0.166204,0.134751,2.53964e-15,8.4386e-13,0.384056
955263,11.0563,7.2072e-07,0.191226,0.6354,0.103634,0.0875934,0.86536,0.166203,0.134752,9.85323e-16,3.27399e-13,0.38406
955310,11.0568,7.2072e-07,0.191236,0.635431,0.103635,0.0876014,0.865394,0.166202,0.134753,1.65146e-15,5.4874e-13,0.384064
955325,11.057,7.2072e-07,0.191239,0.63544,0.103635,0.087604,0.865398,0.166201,0.134753,2.31759e-15,7.7008e-13,0.384066
955345,11.0572,7.2072e-07,0.191243,0.635454,0.103636,0.0876076,0.865401,0.166201,0.134754,2.26208e-15,7.51635e-13,0.384068
955366,11.0575,7.2072e-07,0.191247,0.635468,0.103637,0.0876111,0.865409,0.1662,0.134754,2.53964e-15,8.4386e-13,0.38407
955394,11.0578,7.2072e-07,0.191252,0.635486,0.103637,0.0876159,0.865417,0.166199,0.134755,1.05471e-15,3.50456e-13,0.384073
955413,11.058,7.2072e-07,0.191256,0.635499,0.103638,0.0876193,0.865421,0.166199,0.134756,7.21645e-16,2.39785e-13,0.384074
955427,11.0582,7.2072e-07,0.191259,0.635508,0.103638,0.0876217,0.865422,0.166198,0.134756,1.34615e-15,4.47292e-13,0.384076
955448,11.0584,7.2072e-07,0.191263,0.635522,0.103639,0.0876253,0.865411,0.166198,0.134757,1.55431e-15,5.16461e-13,0.384078
955462,11.0586,7.2072e-07,0.191266,0.635531,0.103639,0.0876277,0.865386,0.166197,0.134757,1.79023e-15,5.94852e-13,0.384079
955483,11.0588,7.2072e-07,0.19127,0.635545,0.10364,0.0876313,0.865375,0.166197,0.134758,1.77636e-15,5.90241e-13,0.384081
955505,11.0591,7.2072e-07,0.191275,0.63556,0.10364,0.0876352,0.865395,0.166196,0.134758,1.20737e-15,4.01179e-13,0.384084
955537,11.0595,7.2072e-07,0.191281,0.635581,0.103641,0.0876407,0.865415,0.166195,0.134759,-4.44089e-16,-1.4756e-13,0.384087
955559,11.0597,7.2072e-07,0.191286,0.635596,0.103642,0.0876446,0.865424,0.166195,0.13476,3.10862e-15,1.03292e-12,0.384089
955576,11.0599,7.2072e-07,0.191289,0.635608,0.103642,0.0876476,0.865428,0.166194,0.13476,3.33067e-16,1.1067e-13,0.384091
955589,11.0601,7.2072e-07,0.191292,0.635616,0.103643,0.0876498,0.86543,0.166194,0.13476,1.44329e-15,4.79571e-13,0.384092
955599,11.0602,7.2072e-07,0.191293,0.635622,0.103643,0.0876514,0.865432,0.166194,0.134761,9.99201e-16,3.32011e-13,0.384093
955613,11.0603,7.2072e-07,0.191296,0.635632,0.103643,0.0876539,0.865434,0.166193,0.134761,5.55112e-16,1.8445e-13,0.384094
955633,11.0606,7.2072e-07,0.1913,0.635645,0.103644,0.0876574,0.865439,0.166193,0.134762,1.01308e-15,3.36622e-13,0.384096
955644,11.0607,7.2072e-07,0.191303,0.635653,0.103644,0.0876593,0.86544,0.166193,0.134762,-1.92901e-15,-6.40965e-13,0.384098
955660,11.0609,7.2072e-07,0.191306,0.635663,0.103644,0.0876621,0.865439,0.166192,0.134762,2.67841e-15,8.89973e-13,0.384099
955683,11.0611,7.2072e-07,0.19131,0.635678,0.103645,0.087666,0.86535,0.166192,0.134763,2.69229e-15,8.94584e-13,0.384101
955707,11.0614,7.2072e-07,0.191315,0.635695,0.103646,0.0876702,0.865354,0.166191,0.134764,2.20657e-15,7.3319e-13,0.384104
955723,11.0616,7.2072e-07,0.191318,0.635705,0.103646,0.0876729,0.865374,0.16619,0.134764,1.83187e-15,6.08686e-13,0.384105
955744,11.0619,7.2072e-07,0.191323,0.635719,0.103647,0.0876766,0.865393,0.16619,0.134765,3.16414e-15,1.05137e-12,0.384108
955760,11.062,7.2072e-07,0.191326,0.635729,0.103647,0.0876793,0.865403,0.166189,0.134765,8.32667e-16,2.76675e-13,0.384109
955783,11.0623,7.2072e-07,0.19133,0.635745,0.103648,0.0876833,0.865404,0.166189,0.134766,8.88178e-16,2.9512e-13,0.384111
955796,11.0625,7.2072e-07,0.191333,0.635754,0.103648,0.0876856,0.865407,0.166188,0.134766,-2.77556e-16,-9.22251e-14,0.384113
955805,11.0626,7.2072e-07,0.191335,0.63576,0.103648,0.0876872,0.865409,0.166188,0.134766,1.67921e-15,5.57962e-13,0.384114
955819,11.0627,7.2072e-07,0.191338,0.635769,0.103649,0.0876896,0.865406,0.166188,0.134767,2.30371e-15,7.65469e-13,0.384115
955828,11.0628,7.2072e-07,0.191339,0.635775,0.103649,0.0876912,0.865405,0.166188,0.134767,3.20577e-15,1.0652e-12,0.384116
955842,11.063,7.2072e-07,0.191342,0.635784,0.103649,0.0876936,0.86541,0.166187,0.134767,2.19269e-15,7.28579e-13,0.384117
955860,11.0632,7.2072e-07,0.191346,0.635796,0.10365,0.0876967,0.865419,0.166187,0.134768,1.19349e-15,3.96568e-13,0.384119
955882,11.0635,7.2072e-07,0.19135,0.635811,0.10365,0.0877006,0.865426,0.166186,0.134768,2.17881e-15,7.23967e-13,0.384121
955914,11.0638,7.2072e-07,0.191357,0.635832,0.103651,0.0877061,0.865431,0.166185,0.134769,1.36002e-15,4.51903e-13,0.384125
